Serial Number	Chemical 1	Chemical 2	Jaccard Similarity
147138	DED000637	DED000826	0.0
147139	DED000637	DED000827	0.08333333333333333
147140	DED000637	DED000828	0.0625
147141	DED000637	DED000829	0.0
147142	DED000637	DED000830	0.10256410256410256
147143	DED000637	DED000831	0.0
147144	DED000637	DED000833	0.03125
147145	DED000637	DED000834	0.061224489795918366
147146	DED000637	DED000835	0.13861386138613863
147147	DED000637	DED000836	0.04
147148	DED000637	DED000837	0.0
147149	DED000637	DED000838	0.058823529411764705
147150	DED000637	DED000840	0.05
147151	DED000637	DED000843	0.07142857142857142
147152	DED000637	DED000844	0.0
147153	DED000637	DED000846	0.125
147154	DED000637	DED000847	0.08695652173913043
147155	DED000637	DED000848	0.13157894736842105
147156	DED000637	DED000849	0.047619047619047616
147157	DED000637	DED000850	0.13793103448275862
147158	DED000637	DED000851	0.0
147159	DED000637	DED000853	0.02631578947368421
147160	DED000637	DED000854	0.175
147161	DED000637	DED000855	0.15
147162	DED000637	DED000856	0.0
147163	DED000637	DED000858	0.1875
147164	DED000637	DED000859	0.047619047619047616
147165	DED000637	DED000860	0.05
147166	DED000637	DED000861	0.04878048780487805
147167	DED000637	DED000864	0.08695652173913043
147168	DED000637	DED000865	0.17647058823529413
147169	DED000637	DED000866	0.0
147170	DED000637	DED000867	0.05263157894736842
147171	DED000637	DED000868	0.1276595744680851
147172	DED000637	DED000869	0.0
147173	DED000637	DED000874	0.038461538461538464
147174	DED000637	DED000876	0.09090909090909091
147175	DED000637	DED000878	0.07142857142857142
147176	DED000637	DED000880	0.05555555555555555
147177	DED000637	DED000881	0.15
147178	DED000637	DED000884	0.045454545454545456
147179	DED000637	DED000886	0.09523809523809523
147180	DED000637	DED000892	0.0
147181	DED000637	DED000893	0.05
147182	DED000637	DED000895	0.07407407407407407
147183	DED000637	DED000900	0.07692307692307693
147184	DED000637	DED000902	0.02702702702702703
147185	DED000637	DED000905	0.0
147186	DED000637	DED000906	0.017241379310344827
147187	DED000637	DED000907	0.02702702702702703
147188	DED000637	DED000910	0.1702127659574468
147189	DED000637	DED000911	0.0851063829787234
147190	DED000637	DED000912	0.037037037037037035
147191	DED000637	DED000914	0.038461538461538464
147192	DED000637	DED000915	0.03225806451612903
147193	DED000637	DED000917	0.022222222222222223
147194	DED000637	DED000919	0.0
147195	DED000637	DED000921	0.1111111111111111
147196	DED000637	DED000923	0.037037037037037035
147197	DED000637	DED000925	0.3870967741935484
147198	DED000637	DED000926	0.047619047619047616
147199	DED000637	DED000927	0.07894736842105263
147200	DED000637	DED000928	0.06060606060606061
147201	DED000637	DED000929	0.10638297872340426
147202	DED000637	DED000930	0.058823529411764705
147203	DED000637	DED000931	0.10714285714285714
147204	DED000637	DED000932	0.1282051282051282
147205	DED000637	DED000934	0.11320754716981132
147206	DED000637	DED000937	0.16
147207	DED000637	DED000940	0.06666666666666667
147208	DED000637	DED000941	0.07317073170731707
147209	DED000637	DED000944	0.06896551724137931
147210	DED000637	DED000946	0.0
147211	DED000637	DED000951	0.09302325581395349
147212	DED000637	DED000961	0.0
147213	DED000637	DED000964	0.0
147214	DED000637	DED000969	0.125
147215	DED000637	DED000970	0.0
147216	DED000637	DED000972	0.1111111111111111
147217	DED000637	DED000974	0.0
147218	DED000637	DED000976	0.0
147219	DED000637	DED000979	0.0
147220	DED000637	DED000981	0.10344827586206896
147221	DED000637	DED000986	0.05263157894736842
147222	DED000637	DED000993	0.0
147223	DED000637	DED000995	0.058823529411764705
147224	DED000637	DED000997	0.10909090909090909
147225	DED000637	DED001000	0.030303030303030304
147226	DED000637	DED001001	0.0
147227	DED000637	DED001007	0.05
147228	DED000637	DED001015	0.07692307692307693
147229	DED000637	DED001026	0.08
147230	DED000637	DED001027	0.10869565217391304
147231	DED000637	DED001029	0.1
147232	DED000638	DED000639	0.0273972602739726
147233	DED000638	DED000641	0.043478260869565216
147234	DED000638	DED000643	0.19047619047619047
147235	DED000638	DED000645	0.041666666666666664
147236	DED000638	DED000646	0.04
147237	DED000638	DED000647	0.02564102564102564
147238	DED000638	DED000649	0.030303030303030304
147239	DED000638	DED000650	0.05128205128205128
147240	DED000638	DED000651	0.0
147241	DED000638	DED000652	0.25
147242	DED000638	DED000654	0.03225806451612903
147243	DED000638	DED000655	0.0
147244	DED000638	DED000656	0.2222222222222222
147245	DED000638	DED000657	0.047619047619047616
147246	DED000638	DED000661	0.0
147247	DED000638	DED000662	0.18181818181818182
147248	DED000638	DED000665	0.056338028169014086
147249	DED000638	DED000666	0.047619047619047616
147250	DED000638	DED000667	0.0
147251	DED000638	DED000668	0.0
147252	DED000638	DED000669	0.06896551724137931
147253	DED000638	DED000670	0.0
147254	DED000638	DED000671	0.2
147255	DED000638	DED000672	0.03333333333333333
147256	DED000638	DED000673	0.06896551724137931
147257	DED000638	DED000674	0.10714285714285714
147258	DED000638	DED000675	0.125
147259	DED000638	DED000681	0.16666666666666666
147260	DED000638	DED000685	0.01818181818181818
147261	DED000638	DED000687	0.0
147262	DED000638	DED000688	0.0851063829787234
147263	DED000638	DED000690	0.038461538461538464
147264	DED000638	DED000691	0.0
147265	DED000638	DED000692	0.0
147266	DED000638	DED000694	0.0
147267	DED000638	DED000698	0.11764705882352941
147268	DED000638	DED000699	0.045454545454545456
147269	DED000638	DED000700	0.037037037037037035
147270	DED000638	DED000701	0.0
147271	DED000638	DED000702	0.0
147272	DED000638	DED000703	0.0
147273	DED000638	DED000704	0.02857142857142857
147274	DED000638	DED000705	0.0
147275	DED000638	DED000707	0.0
147276	DED000638	DED000709	0.14285714285714285
147277	DED000638	DED000711	0.034482758620689655
147278	DED000638	DED000713	0.047619047619047616
147279	DED000638	DED000714	0.0
147280	DED000638	DED000715	0.08333333333333333
147281	DED000638	DED000716	0.15
147282	DED000638	DED000717	0.058823529411764705
147283	DED000638	DED000718	0.016129032258064516
147284	DED000638	DED000719	0.0
147285	DED000638	DED000722	0.045454545454545456
147286	DED000638	DED000723	0.028846153846153848
147287	DED000638	DED000725	0.03333333333333333
147288	DED000638	DED000728	0.2
147289	DED000638	DED000729	0.0
147290	DED000638	DED000731	0.029411764705882353
147291	DED000638	DED000733	0.13333333333333333
147292	DED000638	DED000736	0.017543859649122806
147293	DED000638	DED000738	0.03125
147294	DED000638	DED000739	0.05263157894736842
147295	DED000638	DED000741	0.01818181818181818
147296	DED000638	DED000742	0.0196078431372549
147297	DED000638	DED000744	0.0
147298	DED000638	DED000747	0.3333333333333333
147299	DED000638	DED000748	0.024390243902439025
147300	DED000638	DED000750	0.07142857142857142
147301	DED000638	DED000751	0.09090909090909091
147302	DED000638	DED000754	0.09090909090909091
147303	DED000638	DED000758	0.0
147304	DED000638	DED000763	0.05555555555555555
147305	DED000638	DED000766	0.42857142857142855
147306	DED000638	DED000768	0.0
147307	DED000638	DED000771	0.06666666666666667
147308	DED000638	DED000772	0.0
147309	DED000638	DED000774	0.03225806451612903
147310	DED000638	DED000776	0.07692307692307693
147311	DED000638	DED000780	0.0
147312	DED000638	DED000785	0.0189873417721519
147313	DED000638	DED000794	0.0
147314	DED000638	DED000795	0.25
147315	DED000638	DED000796	0.0
147316	DED000638	DED000799	0.125
147317	DED000638	DED000800	0.0
147318	DED000638	DED000803	0.2
147319	DED000638	DED000804	0.2857142857142857
147320	DED000638	DED000805	0.0
147321	DED000638	DED000806	0.09523809523809523
147322	DED000638	DED000807	0.0
147323	DED000638	DED000808	0.0
147324	DED000638	DED000809	0.15384615384615385
147325	DED000638	DED000810	0.07894736842105263
147326	DED000638	DED000812	0.0
147327	DED000638	DED000813	0.0
147328	DED000638	DED000815	0.0
147329	DED000638	DED000816	0.0
147330	DED000638	DED000817	0.1
147331	DED000638	DED000819	0.0
147332	DED000638	DED000820	0.07142857142857142
147333	DED000638	DED000821	0.0
147334	DED000638	DED000822	0.2
147335	DED000638	DED000823	0.0
147336	DED000638	DED000824	0.0
147337	DED000638	DED000825	0.047619047619047616
147338	DED000638	DED000826	0.25
147339	DED000638	DED000827	0.07692307692307693
147340	DED000638	DED000828	0.0
147341	DED000638	DED000829	0.0
147342	DED000638	DED000830	0.06896551724137931
147343	DED000638	DED000831	0.2
147344	DED000638	DED000833	0.0
147345	DED000638	DED000834	0.1111111111111111
147346	DED000638	DED000835	0.04040404040404041
147347	DED000638	DED000836	0.0
147348	DED000638	DED000837	0.0
147349	DED000638	DED000838	0.0
147350	DED000638	DED000840	0.125
147351	DED000638	DED000843	0.0
147352	DED000638	DED000844	0.14285714285714285
147353	DED000638	DED000846	0.024390243902439025
147354	DED000638	DED000847	0.0
147355	DED000638	DED000848	0.14814814814814814
147356	DED000638	DED000849	0.0
147357	DED000638	DED000850	0.0
147358	DED000638	DED000851	0.0
147359	DED000638	DED000853	0.125
147360	DED000638	DED000854	0.06060606060606061
147361	DED000638	DED000855	0.0625
147362	DED000638	DED000856	0.0
147363	DED000638	DED000858	0.13043478260869565
147364	DED000638	DED000859	0.0
147365	DED000638	DED000860	0.0
147366	DED000638	DED000861	0.06896551724137931
147367	DED000638	DED000864	0.18181818181818182
147368	DED000638	DED000865	0.0
147369	DED000638	DED000866	0.0
147370	DED000638	DED000867	0.14285714285714285
147371	DED000638	DED000868	0.025
147372	DED000638	DED000869	0.2
147373	DED000638	DED000874	0.25
147374	DED000638	DED000876	0.0
147375	DED000638	DED000878	0.0
147376	DED000638	DED000880	0.0
147377	DED000638	DED000881	0.0
147378	DED000638	DED000884	0.1
147379	DED000638	DED000886	0.375
147380	DED000638	DED000892	0.16666666666666666
147381	DED000638	DED000893	0.0
147382	DED000638	DED000895	0.0625
147383	DED000638	DED000900	0.06666666666666667
147384	DED000638	DED000902	0.08333333333333333
147385	DED000638	DED000905	0.0
147386	DED000638	DED000906	0.044444444444444446
147387	DED000638	DED000907	0.0
147388	DED000638	DED000910	0.023809523809523808
147389	DED000638	DED000911	0.02631578947368421
147390	DED000638	DED000912	0.06666666666666667
147391	DED000638	DED000914	0.0
147392	DED000638	DED000915	0.024390243902439025
147393	DED000638	DED000917	0.0
147394	DED000638	DED000919	0.0
147395	DED000638	DED000921	0.0
147396	DED000638	DED000923	0.0
147397	DED000638	DED000925	0.06896551724137931
147398	DED000638	DED000926	0.1111111111111111
147399	DED000638	DED000927	0.029411764705882353
147400	DED000638	DED000928	0.045454545454545456
147401	DED000638	DED000929	0.02564102564102564
147402	DED000638	DED000930	0.0
147403	DED000638	DED000931	0.11764705882352941
147404	DED000638	DED000932	0.0410958904109589
147405	DED000638	DED000934	0.0
147406	DED000638	DED000937	0.0
147407	DED000638	DED000940	0.05263157894736842
147408	DED000638	DED000941	0.03225806451612903
147409	DED000638	DED000944	0.0
147410	DED000638	DED000946	0.2857142857142857
147411	DED000638	DED000951	0.06060606060606061
147412	DED000638	DED000961	0.5
147413	DED000638	DED000964	0.0
147414	DED000638	DED000969	0.06451612903225806
147415	DED000638	DED000970	0.0
147416	DED000638	DED000972	0.125
147417	DED000638	DED000974	0.0
147418	DED000638	DED000976	0.0
147419	DED000638	DED000979	0.0
147420	DED000638	DED000981	0.061224489795918366
147421	DED000638	DED000986	0.0
147422	DED000638	DED000993	0.2
147423	DED000638	DED000995	0.0
147424	DED000638	DED000997	0.028037383177570093
147425	DED000638	DED001000	0.047619047619047616
147426	DED000638	DED001001	0.0
147427	DED000638	DED001007	0.0
147428	DED000638	DED001015	0.06666666666666667
147429	DED000638	DED001026	0.0
147430	DED000638	DED001027	0.02631578947368421
147431	DED000638	DED001029	0.0
147432	DED000639	DED000641	0.22972972972972974
147433	DED000639	DED000643	0.15
147434	DED000639	DED000645	0.24468085106382978
147435	DED000639	DED000646	0.06896551724137931
147436	DED000639	DED000647	0.0594059405940594
147437	DED000639	DED000649	0.09782608695652174
147438	DED000639	DED000650	0.21138211382113822
147439	DED000639	DED000651	0.1386861313868613
147440	DED000639	DED000652	0.14473684210526316
147441	DED000639	DED000654	0.2222222222222222
147442	DED000639	DED000655	0.09333333333333334
147443	DED000639	DED000656	0.09859154929577464
147444	DED000639	DED000657	0.1565217391304348
147445	DED000639	DED000661	0.04225352112676056
147446	DED000639	DED000662	0.1111111111111111
147447	DED000639	DED000665	0.19327731092436976
147448	DED000639	DED000666	0.20652173913043478
147449	DED000639	DED000667	0.05128205128205128
147450	DED000639	DED000668	0.04225352112676056
147451	DED000639	DED000669	0.12643678160919541
147452	DED000639	DED000670	0.06493506493506493
147453	DED000639	DED000671	0.12345679012345678
147454	DED000639	DED000672	0.11363636363636363
147455	DED000639	DED000673	0.1951219512195122
147456	DED000639	DED000674	0.18072289156626506
147457	DED000639	DED000675	0.11842105263157894
147458	DED000639	DED000681	0.04225352112676056
147459	DED000639	DED000685	0.07894736842105263
147460	DED000639	DED000687	0.0
147461	DED000639	DED000688	0.2826086956521739
147462	DED000639	DED000690	0.19047619047619047
147463	DED000639	DED000691	0.08450704225352113
147464	DED000639	DED000692	0.014084507042253521
147465	DED000639	DED000694	0.0684931506849315
147466	DED000639	DED000698	0.13157894736842105
147467	DED000639	DED000699	0.1111111111111111
147468	DED000639	DED000700	0.13095238095238096
147469	DED000639	DED000701	0.04
147470	DED000639	DED000702	0.041666666666666664
147471	DED000639	DED000703	0.014084507042253521
147472	DED000639	DED000704	0.2261904761904762
147473	DED000639	DED000705	0.028169014084507043
147474	DED000639	DED000707	0.07792207792207792
147475	DED000639	DED000709	0.056338028169014086
147476	DED000639	DED000711	0.06593406593406594
147477	DED000639	DED000713	0.17105263157894737
147478	DED000639	DED000714	0.07042253521126761
147479	DED000639	DED000715	0.056818181818181816
147480	DED000639	DED000716	0.0975609756097561
147481	DED000639	DED000717	0.1038961038961039
147482	DED000639	DED000718	0.1206896551724138
147483	DED000639	DED000719	0.04225352112676056
147484	DED000639	DED000722	0.07142857142857142
147485	DED000639	DED000723	0.17567567567567569
147486	DED000639	DED000725	0.17272727272727273
147487	DED000639	DED000728	0.08974358974358974
147488	DED000639	DED000729	0.04225352112676056
147489	DED000639	DED000731	0.1810344827586207
147490	DED000639	DED000733	0.1506849315068493
147491	DED000639	DED000736	0.1574074074074074
147492	DED000639	DED000738	0.17647058823529413
147493	DED000639	DED000739	0.11538461538461539
147494	DED000639	DED000741	0.41379310344827586
147495	DED000639	DED000742	0.11214953271028037
147496	DED000639	DED000744	0.06930693069306931
147497	DED000639	DED000747	0.12162162162162163
147498	DED000639	DED000748	0.09
147499	DED000639	DED000750	0.06493506493506493
147500	DED000639	DED000751	0.0821917808219178
147501	DED000639	DED000754	0.05333333333333334
147502	DED000639	DED000758	0.014084507042253521
147503	DED000639	DED000763	0.10256410256410256
147504	DED000639	DED000766	0.04054054054054054
147505	DED000639	DED000768	0.04225352112676056
147506	DED000639	DED000771	0.12162162162162163
147507	DED000639	DED000772	0.0
147508	DED000639	DED000774	0.19852941176470587
147509	DED000639	DED000776	0.3225806451612903
147510	DED000639	DED000780	0.06097560975609756
147511	DED000639	DED000785	0.15151515151515152
147512	DED000639	DED000794	0.023255813953488372
147513	DED000639	DED000795	0.014084507042253521
147514	DED000639	DED000796	0.0410958904109589
147515	DED000639	DED000799	0.0625
147516	DED000639	DED000800	0.07792207792207792
147517	DED000639	DED000803	0.028169014084507043
147518	DED000639	DED000804	0.02702702702702703
147519	DED000639	DED000805	0.08433734939759036
147520	DED000639	DED000806	0.1111111111111111
147521	DED000639	DED000807	0.0625
147522	DED000639	DED000808	0.013888888888888888
147523	DED000639	DED000809	0.10810810810810811
147524	DED000639	DED000810	0.06930693069306931
147525	DED000639	DED000812	0.027777777777777776
147526	DED000639	DED000813	0.0
147527	DED000639	DED000815	0.014084507042253521
147528	DED000639	DED000816	0.05194805194805195
147529	DED000639	DED000817	0.14102564102564102
147530	DED000639	DED000819	0.013888888888888888
147531	DED000639	DED000820	0.10810810810810811
147532	DED000639	DED000821	0.0
147533	DED000639	DED000822	0.028169014084507043
147534	DED000639	DED000823	0.013888888888888888
147535	DED000639	DED000824	0.25
147536	DED000639	DED000825	0.15625
147537	DED000639	DED000826	0.04054054054054054
147538	DED000639	DED000827	0.06578947368421052
147539	DED000639	DED000828	0.014084507042253521
147540	DED000639	DED000829	0.014084507042253521
147541	DED000639	DED000830	0.11363636363636363
147542	DED000639	DED000831	0.028169014084507043
147543	DED000639	DED000833	0.15789473684210525
147544	DED000639	DED000834	0.20224719101123595
147545	DED000639	DED000835	0.1724137931034483
147546	DED000639	DED000836	0.05194805194805195
147547	DED000639	DED000837	0.05263157894736842
147548	DED000639	DED000838	0.028169014084507043
147549	DED000639	DED000840	0.05555555555555555
147550	DED000639	DED000843	0.1038961038961039
147551	DED000639	DED000844	0.041666666666666664
147552	DED000639	DED000846	0.10101010101010101
147553	DED000639	DED000847	0.05263157894736842
147554	DED000639	DED000848	0.11363636363636363
147555	DED000639	DED000849	0.08450704225352113
147556	DED000639	DED000850	0.1282051282051282
147557	DED000639	DED000851	0.0
147558	DED000639	DED000853	0.08045977011494253
147559	DED000639	DED000854	0.07368421052631578
147560	DED000639	DED000855	0.24691358024691357
147561	DED000639	DED000856	0.05194805194805195
147562	DED000639	DED000858	0.08139534883720931
147563	DED000639	DED000859	0.013157894736842105
147564	DED000639	DED000860	0.0410958904109589
147565	DED000639	DED000861	0.18072289156626506
147566	DED000639	DED000864	0.05263157894736842
147567	DED000639	DED000865	0.013513513513513514
147568	DED000639	DED000866	0.056338028169014086
147569	DED000639	DED000867	0.0273972602739726
147570	DED000639	DED000868	0.1134020618556701
147571	DED000639	DED000869	0.028169014084507043
147572	DED000639	DED000874	0.10810810810810811
147573	DED000639	DED000876	0.0821917808219178
147574	DED000639	DED000878	0.0759493670886076
147575	DED000639	DED000880	0.0136986301369863
147576	DED000639	DED000881	0.02631578947368421
147577	DED000639	DED000884	0.08333333333333333
147578	DED000639	DED000886	0.04
147579	DED000639	DED000892	0.04225352112676056
147580	DED000639	DED000893	0.05555555555555555
147581	DED000639	DED000895	0.07692307692307693
147582	DED000639	DED000900	0.12162162162162163
147583	DED000639	DED000902	0.13414634146341464
147584	DED000639	DED000905	0.013888888888888888
147585	DED000639	DED000906	0.3902439024390244
147586	DED000639	DED000907	0.06896551724137931
147587	DED000639	DED000910	0.1111111111111111
147588	DED000639	DED000911	0.06
147589	DED000639	DED000912	0.024691358024691357
147590	DED000639	DED000914	0.05128205128205128
147591	DED000639	DED000915	0.13533834586466165
147592	DED000639	DED000917	0.3116883116883117
147593	DED000639	DED000919	0.02531645569620253
147594	DED000639	DED000921	0.0
147595	DED000639	DED000923	0.37037037037037035
147596	DED000639	DED000925	0.07692307692307693
147597	DED000639	DED000926	0.08450704225352113
147598	DED000639	DED000927	0.3564356435643564
147599	DED000639	DED000928	0.25
147600	DED000639	DED000929	0.2441860465116279
147601	DED000639	DED000930	0.028169014084507043
147602	DED000639	DED000931	0.06172839506172839
147603	DED000639	DED000932	0.1532258064516129
147604	DED000639	DED000934	0.14
147605	DED000639	DED000937	0.09090909090909091
147606	DED000639	DED000940	0.1917808219178082
147607	DED000639	DED000941	0.08791208791208792
147608	DED000639	DED000944	0.10256410256410256
147609	DED000639	DED000946	0.013333333333333334
147610	DED000639	DED000951	0.2
147611	DED000639	DED000961	0.0
147612	DED000639	DED000964	0.041666666666666664
147613	DED000639	DED000969	0.2345679012345679
147614	DED000639	DED000970	0.028169014084507043
147615	DED000639	DED000972	0.11842105263157894
147616	DED000639	DED000974	0.0375
147617	DED000639	DED000976	0.013888888888888888
147618	DED000639	DED000979	0.034482758620689655
147619	DED000639	DED000981	0.2268041237113402
147620	DED000639	DED000986	0.041666666666666664
147621	DED000639	DED000993	0.028169014084507043
147622	DED000639	DED000995	0.028169014084507043
147623	DED000639	DED000997	0.18791946308724833
147624	DED000639	DED001000	0.09876543209876543
147625	DED000639	DED001001	0.0
147626	DED000639	DED001007	0.05555555555555555
147627	DED000639	DED001015	0.0641025641025641
147628	DED000639	DED001026	0.09333333333333334
147629	DED000639	DED001027	0.10416666666666667
147630	DED000639	DED001029	0.023255813953488372
147631	DED000641	DED000643	0.3225806451612903
147632	DED000641	DED000645	0.2
147633	DED000641	DED000646	0.024390243902439025
147634	DED000641	DED000647	0.07692307692307693
147635	DED000641	DED000649	0.06382978723404255
147636	DED000641	DED000650	0.13953488372093023
147637	DED000641	DED000651	0.10526315789473684
147638	DED000641	DED000652	0.2857142857142857
147639	DED000641	DED000654	0.3333333333333333
147640	DED000641	DED000655	0.24
147641	DED000641	DED000656	0.2857142857142857
147642	DED000641	DED000657	0.17142857142857143
147643	DED000641	DED000661	0.15
147644	DED000641	DED000662	0.20833333333333334
147645	DED000641	DED000665	0.12345679012345678
147646	DED000641	DED000666	0.17647058823529413
147647	DED000641	DED000667	0.14814814814814814
147648	DED000641	DED000668	0.09523809523809523
147649	DED000641	DED000669	0.11904761904761904
147650	DED000641	DED000670	0.19230769230769232
147651	DED000641	DED000671	0.25
147652	DED000641	DED000672	0.11904761904761904
147653	DED000641	DED000673	0.23684210526315788
147654	DED000641	DED000674	0.38235294117647056
147655	DED000641	DED000675	0.21428571428571427
147656	DED000641	DED000681	0.15
147657	DED000641	DED000685	0.125
147658	DED000641	DED000687	0.0
147659	DED000641	DED000688	0.24074074074074073
147660	DED000641	DED000690	0.10714285714285714
147661	DED000641	DED000691	0.23809523809523808
147662	DED000641	DED000692	0.0
147663	DED000641	DED000694	0.17391304347826086
147664	DED000641	DED000698	0.25
147665	DED000641	DED000699	0.3
147666	DED000641	DED000700	0.1891891891891892
147667	DED000641	DED000701	0.08
147668	DED000641	DED000702	0.09090909090909091
147669	DED000641	DED000703	0.0
147670	DED000641	DED000704	0.3333333333333333
147671	DED000641	DED000705	0.047619047619047616
147672	DED000641	DED000707	0.18518518518518517
147673	DED000641	DED000709	0.14285714285714285
147674	DED000641	DED000711	0.12195121951219512
147675	DED000641	DED000713	0.4074074074074074
147676	DED000641	DED000714	0.19047619047619047
147677	DED000641	DED000715	0.05
147678	DED000641	DED000716	0.14705882352941177
147679	DED000641	DED000717	0.13333333333333333
147680	DED000641	DED000718	0.0821917808219178
147681	DED000641	DED000719	0.09523809523809523
147682	DED000641	DED000722	0.02631578947368421
147683	DED000641	DED000723	0.09821428571428571
147684	DED000641	DED000725	0.09859154929577464
147685	DED000641	DED000728	0.13333333333333333
147686	DED000641	DED000729	0.045454545454545456
147687	DED000641	DED000731	0.16216216216216217
147688	DED000641	DED000733	0.32
147689	DED000641	DED000736	0.1746031746031746
147690	DED000641	DED000738	0.32432432432432434
147691	DED000641	DED000739	0.16129032258064516
147692	DED000641	DED000741	0.2
147693	DED000641	DED000742	0.0967741935483871
147694	DED000641	DED000744	0.05555555555555555
147695	DED000641	DED000747	0.28
147696	DED000641	DED000748	0.16
147697	DED000641	DED000750	0.06896551724137931
147698	DED000641	DED000751	0.21739130434782608
147699	DED000641	DED000754	0.07692307692307693
147700	DED000641	DED000758	0.05
147701	DED000641	DED000763	0.20689655172413793
147702	DED000641	DED000766	0.04
147703	DED000641	DED000768	0.09523809523809523
147704	DED000641	DED000771	0.28
147705	DED000641	DED000772	0.0
147706	DED000641	DED000774	0.12
147707	DED000641	DED000776	0.2413793103448276
147708	DED000641	DED000780	0.16129032258064516
147709	DED000641	DED000785	0.07926829268292683
147710	DED000641	DED000794	0.05714285714285714
147711	DED000641	DED000795	0.0
147712	DED000641	DED000796	0.08695652173913043
147713	DED000641	DED000799	0.0967741935483871
147714	DED000641	DED000800	0.18518518518518517
147715	DED000641	DED000803	0.047619047619047616
147716	DED000641	DED000804	0.08695652173913043
147717	DED000641	DED000805	0.21875
147718	DED000641	DED000806	0.14705882352941177
147719	DED000641	DED000807	0.1724137931034483
147720	DED000641	DED000808	0.047619047619047616
147721	DED000641	DED000809	0.19230769230769232
147722	DED000641	DED000810	0.09615384615384616
147723	DED000641	DED000812	0.09523809523809523
147724	DED000641	DED000813	0.0
147725	DED000641	DED000815	0.05
147726	DED000641	DED000816	0.07142857142857142
147727	DED000641	DED000817	0.1875
147728	DED000641	DED000819	0.047619047619047616
147729	DED000641	DED000820	0.24
147730	DED000641	DED000821	0.0
147731	DED000641	DED000822	0.047619047619047616
147732	DED000641	DED000823	0.047619047619047616
147733	DED000641	DED000824	0.22727272727272727
147734	DED000641	DED000825	0.2765957446808511
147735	DED000641	DED000826	0.08333333333333333
147736	DED000641	DED000827	0.1111111111111111
147737	DED000641	DED000828	0.05
147738	DED000641	DED000829	0.0
147739	DED000641	DED000830	0.14634146341463414
147740	DED000641	DED000831	0.047619047619047616
147741	DED000641	DED000833	0.1935483870967742
147742	DED000641	DED000834	0.21739130434782608
147743	DED000641	DED000835	0.13333333333333333
147744	DED000641	DED000836	0.034482758620689655
147745	DED000641	DED000837	0.07407407407407407
147746	DED000641	DED000838	0.1
147747	DED000641	DED000840	0.13636363636363635
147748	DED000641	DED000843	0.21428571428571427
147749	DED000641	DED000844	0.043478260869565216
147750	DED000641	DED000846	0.11538461538461539
147751	DED000641	DED000847	0.11538461538461539
147752	DED000641	DED000848	0.11904761904761904
147753	DED000641	DED000849	0.23809523809523808
147754	DED000641	DED000850	0.32142857142857145
147755	DED000641	DED000851	0.0
147756	DED000641	DED000853	0.075
147757	DED000641	DED000854	0.10869565217391304
147758	DED000641	DED000855	0.3157894736842105
147759	DED000641	DED000856	0.1111111111111111
147760	DED000641	DED000858	0.13513513513513514
147761	DED000641	DED000859	0.0
147762	DED000641	DED000860	0.08695652173913043
147763	DED000641	DED000861	0.20512820512820512
147764	DED000641	DED000864	0.11538461538461539
147765	DED000641	DED000865	0.043478260869565216
147766	DED000641	DED000866	0.14285714285714285
147767	DED000641	DED000867	0.043478260869565216
147768	DED000641	DED000868	0.11764705882352941
147769	DED000641	DED000869	0.047619047619047616
147770	DED000641	DED000874	0.2916666666666667
147771	DED000641	DED000876	0.21739130434782608
147772	DED000641	DED000878	0.1724137931034483
147773	DED000641	DED000880	0.045454545454545456
147774	DED000641	DED000881	0.08
147775	DED000641	DED000884	0.17391304347826086
147776	DED000641	DED000886	0.038461538461538464
147777	DED000641	DED000892	0.045454545454545456
147778	DED000641	DED000893	0.13636363636363635
147779	DED000641	DED000895	0.06451612903225806
147780	DED000641	DED000900	0.23076923076923078
147781	DED000641	DED000902	0.2
147782	DED000641	DED000905	0.047619047619047616
147783	DED000641	DED000906	0.23529411764705882
147784	DED000641	DED000907	0.16666666666666666
147785	DED000641	DED000910	0.18
147786	DED000641	DED000911	0.057692307692307696
147787	DED000641	DED000912	0.06666666666666667
147788	DED000641	DED000914	0.06896551724137931
147789	DED000641	DED000915	0.14942528735632185
147790	DED000641	DED000917	0.25
147791	DED000641	DED000919	0.0
147792	DED000641	DED000921	0.0
147793	DED000641	DED000923	0.2
147794	DED000641	DED000925	0.044444444444444446
147795	DED000641	DED000926	0.13043478260869565
147796	DED000641	DED000927	0.16216216216216217
147797	DED000641	DED000928	0.3
147798	DED000641	DED000929	0.16666666666666666
147799	DED000641	DED000930	0.1
147800	DED000641	DED000931	0.09375
147801	DED000641	DED000932	0.12195121951219512
147802	DED000641	DED000934	0.16666666666666666
147803	DED000641	DED000937	0.1
147804	DED000641	DED000940	0.38461538461538464
147805	DED000641	DED000941	0.09090909090909091
147806	DED000641	DED000944	0.20689655172413793
147807	DED000641	DED000946	0.041666666666666664
147808	DED000641	DED000951	0.275
147809	DED000641	DED000961	0.0
147810	DED000641	DED000964	0.09090909090909091
147811	DED000641	DED000969	0.3611111111111111
147812	DED000641	DED000970	0.1
147813	DED000641	DED000972	0.21428571428571427
147814	DED000641	DED000974	0.06666666666666667
147815	DED000641	DED000976	0.047619047619047616
147816	DED000641	DED000979	0.02631578947368421
147817	DED000641	DED000981	0.15254237288135594
147818	DED000641	DED000986	0.09090909090909091
147819	DED000641	DED000993	0.0
147820	DED000641	DED000995	0.1
